Title,Movie ID,Genre,Production Company,Budget,Revenue,Overview,Release Date
Force Majeure,265189,Drama,Film i Väst,0,1359497,"While holidaying in the French Alps, a Swedish family deals with acts of cowardliness as an avalanche breaks out.",2014-08-15
Rage,242310,Action,Vocal Yokels,21000000,0,"When the Russian mob kidnaps the daughter of a reformed criminal, he rounds up his old crew and seeks his own brand of justice.",2014-05-09
Afflicted,210947,Horror,Automatik Entertainment,318000,121179,Two friends' tour of Europe takes a dark turn when one of them contracts a mysterious illness. They race to find out what it is and how to cure it before the sickness consumes him completely.,2014-04-04
Justice League: War,217993,Animation,DC Entertainment,3500000,5155325,"The world is under attack by an alien armada led by the powerful Apokoliptian, Darkseid. A group of superheroes consisting of Superman, Batman, Wonder Woman, The Flash, Green Lantern, Cyborg, and Shazam must set aside their differences and gather together to defend Earth.",2014-02-02
In Your Eyes,226448,Drama,Night and Day Pictures,1000000,0,"Two seemingly unconnected souls from different corners of the United States make a telepathic bond that allows them to see, hear and feel the other's experiences, creating a bond that apparently can't be broken.",2014-04-20
Wolves,290555,Horror,Entertainment One,18000000,0,"The coming-of-age story of Cayden Richards. Forced to hit the road after the murder of his parents, Cayden wanders lost without purpose... Until he meets a certifiable lunatic named Wild Joe who sets him on a path to the ominous town of Lupine Ridge to hunt down the truths of his history. But in the end| who's really hunting whom?",2014-08-28
Tomorrowland,158852,Adventure,Babieka,190000000,209154322,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",2015-05-19
Ant-Man,102899,Science Fiction,Marvel Studios,130000000,519311965,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",2015-07-14
Maze Runner: The Scorch Trials,294254,Action,Temple Hill Entertainment,61000000,311256926,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",2015-09-09
Ex Machina,264660,Drama,A24,15000000,36869414,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",2015-01-21
Fifty Shades of Grey,216015,Drama,Trigger Street Productions,40000000,571006128,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",2015-02-11
Southpaw,307081,Action,Fuqua Films,30000000,91709827,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",2015-06-15
Mission: Impossible - Rogue Nation,177677,Action,Paramount,150000000,682330139,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",2015-07-23
Jurassic World,135397,Action,Fuji Television Network,150000000,1513528810,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",2015-06-09
Furious 7,168259,Action,Abu Dhabi Film Commission,190000000,1506249360,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,2015-04-01
The Walk,285783,Adventure,TriStar Pictures,35000000,61181942,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,2015-09-30
Sicario,273481,Action,Lionsgate,30000000,84025816,"A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.",2015-09-17
Creed,312221,Drama,Chartoff Winkler Productions,37000000,173567581,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",2015-11-25
The Man from U.N.C.L.E.,203801,Comedy,Wigram Productions,75000000,108145109,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",2015-08-13
Black Mass,261023,Thriller,Vendian Entertainment,53000000,98837872,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",2015-09-04
The Big Short,318846,Comedy,Plan B Entertainment,28000000,133346506,The men who made millions from a global economic meltdown.,2015-12-11
The Intern,257211,Comedy,Waverly Films,35000000,194564672,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",2015-09-24
Pitch Perfect 2,254470,Comedy,Universal Pictures,29000000,287506194,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",2015-05-07
Focus,256591,Romance,Kramer & Sigman Films,50100000,153962963,"Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.",2015-02-25
In the Heart of the Sea,205775,Thriller,Imagine Entertainment,100000000,93820758,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",2015-11-20
Bridge of Spies,296098,Thriller,TSG Entertainment,40000000,165478348,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",2015-10-15
The Martian,286217,Drama,Scott Free Productions,108000000,630161890,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",2015-09-30
Spy,238713,Action,Chernin Entertainment,65000000,235666219,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",2015-05-06
Everest,253412,Adventure,Cross Creek Pictures,55000000,203427584,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",2015-09-10
Straight Outta Compton,277216,Drama,Broken Chair Flickz,28000000,201634991,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",2015-08-13
Room,264644,Drama,Elevation Pictures,6000000,35401758,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,2015-10-16
Kingsman: The Secret Service,207703,Crime,TSG Entertainment,81000000,414351546,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,2015-01-24
Ted 2,214756,Comedy,Smart Entertainment,68000000,217022588,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",2015-06-25
The Danish Girl,306819,Drama,Pretty Pictures,15000000,64191523,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",2015-11-27
Paul Blart: Mall Cop 2,256961,Action,Columbia Pictures,38000000,107597242,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",2015-04-16
Minions,211672,Family,Illumination Entertainment,74000000,1156730962,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",2015-06-17
The Revenant,281957,Western,Monarchy Enterprises S.a.r.l.,135000000,532950503,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",2015-12-25
Pixels,257344,Action,Happy Madison Productions,88000000,243637091,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,2015-07-16
The Hunger Games: Mockingjay - Part 2,131634,Action,Studio Babelsberg,160000000,653428261,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",2015-11-18
The Age of Adaline,293863,Fantasy,Sierra/Affinity,25000000,65663276,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",2015-04-16
The Hateful Eight,273248,Crime,The Weinstein Company,44000000,155760117,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,2015-12-25
Brooklyn,167073,Drama,Wildgaze Films,11000000,62076141,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",2015-10-20
Goosebumps,257445,Adventure,Village Roadshow Pictures,58000000,158162788,"A teenager teams up with the daughter of young adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",2015-08-05
Fantastic Four,166424,Action,Moving Picture Company,120000000,167977596,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",2015-08-05
Poltergeist,243688,Horror,TSG Entertainment,35000000,95437994,"Legendary filmmaker Sam Raimi and director Gil Kenan reimagine and contemporize the classic tale about a family whose suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",2015-05-20
Concussion,321741,Drama,Village Roadshow Pictures,35000000,50363790,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",2015-11-12
The Good Dinosaur,105864,Adventure,Pixar,175000000,331926147,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,2015-11-14
The Last Witch Hunter,274854,Fantasy,NeoReel,90000000,146936910,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",2015-10-21
Carol,258480,Romance,Killer Films,0,40272135,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",2015-11-20
Insidious: Chapter 3,280092,Drama,Sony Pictures,10000000,104303851,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.",2015-06-04
Steve Jobs,321697,Drama,Universal Pictures,30000000,34441873,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",2015-10-09
Child 44,181283,Crime,Summit Entertainment,50000000,3324330,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",2015-03-15
Knock Knock,263472,Drama,Sobras International Pictures,2500000,6341684,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",2015-06-26
Pan,266647,Adventure,Moving Picture Company,150000000,128388320,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",2015-09-24
The Longest Ride,228205,Drama,Fox 2000 Pictures,34000000,63013281,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,2015-04-09
Some Kind of Beautiful,253344,Comedy,Southpaw Entertainment,0,0,"By day, Richard Haig is a successful and well-respected English professor at renowned Trinity College in Cambridge.  By night, Richard indulges his own romantic fantasies with a steady stream of beautiful undergraduates.  But Richard has grown tired of the  game and is looking for something more meaningful and lasting.  So when Kate, Richard’s tanned, athletic, 25-year-old American girlfriend tells him that she is pregnant, Richard is thrilled.  He looks forward to having a family of his own,  being a father his children could be proud of, not some sex-fueled bobcat.  There is only one problem.  Richard’s not in love with Kate.  Richard is in love with Kate’s sister, Olivia. He had been in love with her ever since he first saw her.",2015-07-16
Krampus,287903,Horror,Universal Pictures,15000000,61788393,A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.,2015-11-26
Trumbo,294016,Drama,ShivHans Pictures,15000000,8235661,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,2015-10-27
Hitman: Agent 47,249070,Action,Québec Production Services Tax Credit,35000000,81967450,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,2015-08-20
Secret in Their Eyes,290751,Crime,Ingenious Media,19500000,34854990,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",2015-10-14
High-Rise,254302,Drama,Ingenious Media,0,346472,Life for the residents of a tower block begins to run out of control.,2015-11-22
Mr. Holmes,280996,Drama,FilmNation Entertainment,0,29355203,"The story is set in 1947, following a long-retired Holmes living in a Sussex village with his housekeeper and rising detective son. But then he finds himself haunted by an unsolved 50-year old case. Holmes' memory isn't what it used to be, so he only remembers fragments of the case: a confrontation with an angry husband, a secret bond with his beautiful but unstable wife.",2015-06-19
Ip Man 3,365222,Action,Mandarin Films Distribution Co.,36000000,156844753,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",2015-12-19
The Lobster,254320,Thriller,Scarlet Films,4000000,15656193,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",2015-10-08
Vacation,296099,Comedy,New Line Cinema,31000000,104384188,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",2015-07-28
While We're Young,252512,Comedy,A24,10000000,7587485,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple.,2015-04-03
Kung Fury,251516,Action,Laser Unicorns,630019,0,"During an unfortunate series of events, a friend of Kung Fury is assassinated by the most dangerous kung fu master criminal of all time, Adolf Hitler, a.k.a Kung Führer.  Kung Fury decides to travel back in time to Nazi Germany in order to kill Hitler and end the Nazi empire once and for all.",2015-05-22
We Are Still Here,291272,Horror,Dark Sky Films,0,0,"After the death of their college age son, Anne and Paul Sacchetti relocate to the snowswept New England hamlet of Aylesbury, a sleepy village where all is most certainly not as it seems. When strange sounds and eerie feelings convince Anne that her son's spirit is still with them, they invite an eccentric, New Age couple to help them get to the bottom of the mystery.",2015-06-05
Hot Tub Time Machine 2,243938,Comedy,United Artists,14000000,12314651,"When Lou, who has become the ""father of the Internet,"" is shot by an unknown assailant, Jacob and Nick fire up the time machine again to save their friend.",2015-02-20
Alvin and the Chipmunks: The Road Chip,258509,Adventure,TSG Entertainment,0,233755553,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",2015-12-17
Hardcore Henry,325348,Action,Huayi Brothers Media,10000000,14333790,"Henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, AKAN, and his army of mercenaries. Fighting alongside Henry is Jimmy, who is Henry's only hope to make it through the day. Hardcore takes place over the course of one day, in Moscow, Russia.",2015-09-12
Magic Mike XXL,264999,Comedy,Iron Horse Entertainment (II),14800000,122513057,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",2015-07-01
One Wild Moment,342878,Comedy,La Petite Reine,0,0,"Antoine and Laurent, old friends, spend their vacation in Corsica with their respective daughters: seventeen-year-old Louna and eighteen-year-old Marie. One evening at the beach, Louna seduces Laurent. Louna is in love, but for Laurent it was nothing more than a momentary distraction. Without revealing her lover's name, Louna confides in her father, who tries by any means to discover who his daughter's lover is. How long will the secret be able to be kept hidden?",2015-06-24
Aloha,222936,Drama,Vinyl Films,37000000,26250020,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,2015-05-27
Me and Earl and the Dying Girl,308369,Comedy,Indian Paintbrush,0,0,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.",2015-06-12
Daddy's Home,274167,Comedy,Paramount,50000000,242786137,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",2015-12-25
Sisters,266294,Comedy,Little Stranger,30000000,105011053,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,2015-12-18
Scouts Guide to the Zombie Apocalypse,273477,Comedy,Paramount,15000000,14860766,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",2015-10-23
Pay the Ghost,290637,Thriller,Voltage Films,0,2160298,"One year after his young son disappeared during a Halloween carnival, Mike Cole is haunted by eerie images and terrifying messages he can’t explain. Together with his estranged wife, he will stop at nothing to unravel the mystery and find their son—and, in doing so, he unearths a legend that refuses to remain buried in the past.",2015-09-16
Crimson Peak,201085,Drama,Double Dare You Productions,55000000,74679822,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",2015-10-13
The Little Prince,309809,Adventure,Paramount Animation,64000000,97571250,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",2015-07-29
The Diary of a Teenage Girl,250124,Drama,Archer Gray,2000000,1477002,"Minnie Goetze is a 15-year-old aspiring comic-book artist, coming of age in the haze of the 1970s in San Francisco. Insatiably curious about the world around her, Minnie is a pretty typical teenage girl. Oh, except that she’s sleeping with her mother’s boyfriend.",2015-08-07
The End of the Tour,249688,Drama,A24,0,3002884,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",2015-07-31
Good Kill,253626,Action,Sobini Films,0,316472,"In the shadowy world of drone warfare, combat unfolds like a video game–only with real lives at stake. After six tours of duty, Air Force pilot Tom Egan (Ethan Hawke) now fights the Taliban from an air-conditioned bunker in the Nevada desert. But as he yearns to get back in the cockpit of a real plane and becomes increasingly troubled by the collateral damage he causes each time he pushes a button, Egan’s nerves—and his relationship with his wife (Mad Men's January Jones)—begin to unravel.",2015-04-09
Joy,274479,Drama,TSG Entertainment,60000000,101134059,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,2015-12-24
Slow West,223485,Romance,A24,0,229094,"In the Old West, a 17-year-old Scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated.",2015-04-16
Paper Towns,286565,Drama,Fox 2000 Pictures,12000000,85512300,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",2015-06-18
Suck Me Shakespeer 2,329263,Comedy,Constantin Film,0,83027924,"Mr. Müller is not satisfied with his new work at the Goethe-Gesamtschule. The early getting up and correcting exams annoy him. Director Gerster wants to improve the image of the Goethe-Gesamtschule because she wants to be a symbol of the new company. To achieve this, she wants to take away the partnership from the Schillergymnasium with a Thai school. So, Mr. Müller, Mrs. Schnabelstedt and the 10b must go on a school trip to Thailand.",2015-09-10
Wolf Totem,309302,Adventure,Edko Films,38000000,123205624,"In 1969, a young Beijing student, Chen Zhen, is sent to live among the nomadic herdsmen of Inner Mongolia. Caught between the advance of civilization from the south and the nomads' traditional enemies - the marauding wolves - to the north; humans and animals, residents and invaders alike, struggle to find their true place in the world",2015-02-19
Burnt,295964,Drama,PeaPie Films,20000000,36606743,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",2015-10-02
Backcountry,228973,Drama,Téléfilm Canada,0,0,A couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory.,2015-03-20
Little Boy,256962,Comedy,Santa Fé Films,20000000,6485961,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,2015-04-23
The Night Before,296100,Comedy,Sony Pictures,25000000,52395996,"In New York City for their annual tradition of Christmas Eve debauchery, three lifelong best friends set out to find the Holy Grail of Christmas parties since their yearly reunion might be coming to an end.",2015-11-20
The Lady in the Van,328589,Comedy,TriStar Productions,6000000,41387687,"The true story of the relationship between Alan Bennett and the singular Miss Shepherd, a woman of uncertain origins who ‘temporarily’ parked her van in Bennett’s London driveway and proceeded to live there for 15 years.",2015-11-13
Bone Tomahawk,294963,Horror,The Fyzz Facility,1800000,0,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. One of the villagers takes care of him in prison. One day they both disappear – only the spear of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and his nurse.",2015-10-23
Unfinished Business,239573,Comedy,Studio Babelsberg,35000000,14431253,"A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit.",2015-03-05
Anomalisa,291270,Animation,Starburns Industries,8000000,5659286,A man crippled by the mundanity of his life experiences something out of the ordinary.,2015-12-30
Sinister 2,283445,Horror,Tank Caterpillar,10000000,52882018,A young mother and her twin sons move into a rural house that's marked for death.,2015-08-19
Victor Frankenstein,228066,Drama,Davis Entertainment,40000000,34227298,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,2015-11-10
Life,300153,Drama,See-Saw Films,12000000,0,"In 1955, young photographer Dennis Stock develops a close bond with actor James Dean while shooting pictures of the rising Hollywood star.",2015-07-24
Get Hard,257091,Comedy,Gary Sanchez Productions,40000000,111811453,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",2015-03-26
Pawn Sacrifice,245698,Thriller,PalmStar Media,19000000,5578519,American chess champion Bobby Fischer prepares for a legendary match-up against Russian Boris Spassky.,2015-09-16
Fathers and Daughters,254172,Drama,Andrea Leone Films,2240000,0,"A Pulitzer-winning writer grapples with being a widower and father after a mental breakdown, while, 27 years later, his grown daughter struggles to forge connections of her own.",2015-10-01
Kill Me Three Times,237756,Comedy,Cargo Films,0,0,"While on a seemingly routine job, a jaded hit man discovers that he's not the only one with his target in the crosshairs.",2015-04-10
The 33,293646,Drama,Alcon Entertainment,25000000,24902723,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",2015-08-06
Into the Grizzly Maze,244316,Action,Purple Pictures,10000000,0,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.,2015-02-27
Far from the Madding Crowd,250734,Drama,Fox Searchlight Pictures,0,30229977,"Based on the literary classic by Thomas Hardy, Far from the Madding Crowd is the story of independent, beautiful and headstrong Bathsheba Everdene, who attracts three very different suitors: Gabriel Oak, a sheep farmer, captivated by her fetching willfulness; Frank Troy, a handsome and reckless Sergeant; and William Boldwood, a prosperous and mature bachelor. This timeless story of Bathsheba's choices and passions explores the nature of relationships and love – as well as the human ability to overcome hardships through resilience and perseverance.",2015-04-23
The Blackcoat's Daughter,334536,Horror,Zed Filmworks,0,19980,"In the dead of winter, Kat and Rose, two very different girls, find themselves spending winter break at their prestigious prep school. What they don't know is that Kat is being stalked by an evil entity, and their lives are about to change forever. Meanwhile, Joan, a young, troubled woman, makes her way across a frozen landscape towards the school. But why?",2015-11-20
